State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
TX,2,60.8,,34.0,30.0,10.0,11.5,
OK,2,46.0,39.6,46.0,29.76,10.0,15.0,
TX,2,66.2,,17.0,30.0,10.0,19.6,
AZ,2,50.9,,31.0,30.27,10.0,4.6,
AZ,2,37.0,,67.0,30.25,10.0,,
TX,2,32.0,28.7,50.0,30.2,10.0,3.5,
TX,2,48.0,,19.0,30.17,10.0,9.2,
WA,2,46.9,,77.0,30.25,10.0,10.4,
OR,3,45.0,,86.0,30.32,10.0,,
CA,3,50.0,,100.0,30.29,1.5,16.1,0.06
CA,2,50.0,,100.0,30.29,6.0,6.9,
CA,2,46.9,,97.0,30.33,3.0,11.5,0.0
CA,2,53.1,,71.0,30.33,10.0,5.8,
CA,2,,,,,,,
CA,2,39.9,,77.0,30.24,10.0,,
CA,2,54.0,,26.0,30.25,10.0,6.9,
CA,2,48.9,,41.0,30.25,10.0,,
CA,3,62.6,,34.0,30.16,10.0,3.5,
CA,3,59.0,,22.0,30.18,10.0,5.8,
MA,2,53.1,,100.0,29.48,1.0,24.2,0.2
MI,3,44.1,38.6,93.0,29.5,10.0,10.4,
NY,3,42.8,40.1,100.0,29.67,6.0,4.6,
NY,2,46.0,41.4,89.0,29.55,10.0,9.2,0.01
NJ,3,39.9,35.8,100.0,29.8,4.0,5.8,0.16
NY,2,39.0,34.8,96.0,29.79,0.8,5.8,0.03
NJ,3,55.9,,97.0,29.72,7.0,8.1,0.05
NY,2,52.0,,97.0,29.81,5.0,19.6,0.01
NY,3,,,,,,,
CT,3,37.9,33.5,100.0,29.53,2.5,5.8,0.02
PA,3,45.0,41.2,68.0,29.7,10.0,6.9,
MD,2,59.0,,94.0,29.65,10.0,10.4,
MD,2,57.2,,88.0,29.69,10.0,4.6,
MD,2,54.7,,39.0,29.71,10.0,16.1,
IN,2,33.8,23.2,100.0,29.71,10.0,17.3,
IN,2,34.0,23.4,89.0,29.74,10.0,17.3,0.0
OH,2,37.4,29.3,87.0,29.71,10.0,12.7,
KY,2,41.0,34.3,65.0,29.99,10.0,11.5,
SC,2,61.0,,31.0,29.85,10.0,19.6,
NC,2,63.0,,100.0,29.85,10.0,12.7,0.04
NC,3,61.0,,90.0,29.74,10.0,11.5,
NC,2,55.9,,40.0,29.87,10.0,11.5,
NC,2,63.0,,97.0,29.78,10.0,19.6,0.04
NC,2,52.0,,38.0,29.94,10.0,6.9,
FL,2,70.0,,97.0,30.04,10.0,,
FL,3,81.0,,72.0,30.01,10.0,10.4,
FL,2,68.0,,96.0,30.06,10.0,6.9,0.0
FL,2,79.0,,69.0,30.05,10.0,16.1,
FL,2,75.0,,90.0,30.06,10.0,6.9,
FL,3,70.0,,93.0,30.04,8.0,8.1,
SC,2,59.0,,77.0,29.8,10.0,10.4,
SC,2,57.0,,81.0,29.89,10.0,9.2,
SC,2,62.6,,100.0,29.85,10.0,11.5,
GA,3,54.9,,37.0,29.98,10.0,16.1,
SC,2,64.8,,29.0,29.86,10.0,4.6,
SC,2,48.2,,50.0,29.97,10.0,6.9,
SC,2,59.0,,36.0,29.96,10.0,4.6,
SC,2,77.0,,54.0,29.88,7.0,16.1,
NE,2,23.9,12.9,85.0,30.13,10.0,11.5,
MO,3,36.0,27.1,73.0,30.19,10.0,13.8,
IL,2,30.0,21.1,85.0,29.73,10.0,10.4,
IL,2,28.9,22.8,82.0,30.02,10.0,5.8,
WI,3,26.6,21.2,74.0,30.1,10.0,4.6,
IL,2,33.1,26.9,96.0,29.61,2.5,6.9,0.0
IL,2,30.9,20.2,85.0,29.67,10.0,15.0,
IL,2,32.0,23.0,82.0,29.74,10.0,11.5,
TX,2,36.0,,79.0,30.29,10.0,,
TX,3,63.1,,15.0,30.22,10.0,5.8,
LA,2,55.0,,29.0,30.23,10.0,8.1,
TX,3,62.1,,20.0,30.28,10.0,5.8,
TX,2,64.9,,14.0,30.25,,,
TX,2,62.1,,21.0,30.25,10.0,8.1,
TX,2,60.1,,20.0,30.27,,3.5,
OK,2,32.0,26.4,54.0,30.36,10.0,5.8,
LA,3,42.1,39.2,62.0,30.17,10.0,4.6,
LA,2,59.0,,23.0,30.19,10.0,9.2,
TN,3,39.2,32.0,65.0,29.99,10.0,11.5,
AL,3,54.0,,41.0,30.11,10.0,10.4,
TN,3,41.0,35.8,62.0,30.19,10.0,8.1,
MS,2,52.0,,43.0,30.16,10.0,8.1,
OK,2,28.0,24.2,72.0,30.25,10.0,3.5,
TX,2,51.1,,46.0,30.29,10.0,6.9,
TX,3,62.6,,15.0,30.22,10.0,9.2,
TX,2,62.6,,15.0,30.22,10.0,13.8,
CO,3,32.0,24.2,45.0,30.35,10.0,9.2,
UT,3,28.9,,67.0,30.51,10.0,,
UT,3,36.0,,70.0,30.35,10.0,,
AZ,2,35.6,,48.0,30.13,10.0,,
AZ,3,42.1,39.2,49.0,30.13,10.0,4.6,
WA,2,43.0,36.0,93.0,29.94,9.0,13.8,0.0
CA,2,21.2,,93.0,30.26,0.2,,
CA,2,48.9,,86.0,30.3,10.0,11.5,
CA,2,50.0,,59.0,30.16,10.0,,
CA,2,55.9,,36.0,30.15,10.0,,
MA,2,34.0,26.0,50.0,29.96,10.0,10.4,
MI,2,24.1,17.0,69.0,30.21,10.0,5.8,
MI,3,24.1,14.4,71.0,30.19,9.0,9.2,0.0
MI,2,27.0,23.0,66.0,30.27,10.0,3.5,
PA,3,41.0,35.8,65.0,29.92,10.0,8.1,
MD,2,46.9,,52.0,30.04,10.0,15.0,
NJ,2,35.6,26.6,47.0,30.06,10.0,13.8,
MD,2,45.0,41.2,56.0,30.01,10.0,6.9,
PA,2,39.0,29.6,60.0,30.01,10.0,18.4,
DC,3,39.0,29.0,60.0,30.19,10.0,20.7,
VA,2,39.6,32.5,58.0,30.24,10.0,11.5,
IN,2,36.0,31.1,67.0,30.21,9.0,5.8,0.0
IN,2,36.0,31.1,67.0,30.21,9.0,5.8,0.0
IN,2,36.0,31.1,67.0,30.21,9.0,5.8,0.0
IN,2,39.0,34.0,60.0,30.22,10.0,6.9,0.0
IN,2,28.4,23.3,100.0,30.21,7.0,4.6,
IN,2,28.9,19.2,82.0,30.26,10.0,11.5,
IN,2,,,,30.23,10.0,4.6,
IN,3,30.2,22.6,80.0,30.28,10.0,8.1,
OH,2,32.0,25.6,82.0,30.2,9.0,6.9,0.0
OH,2,32.0,24.8,88.0,30.23,3.0,8.1,0.0
NC,2,35.1,26.4,70.0,30.18,10.0,12.7,
NC,2,37.0,,73.0,30.13,10.0,,
NC,2,53.1,,37.0,30.1,10.0,6.9,
NC,2,46.0,40.6,35.0,30.26,10.0,11.5,
VA,2,36.1,33.5,80.0,30.1,10.0,3.5,
NC,2,51.1,,36.0,30.11,10.0,5.8,
NC,2,48.9,,39.0,30.14,10.0,3.5,
FL,3,60.8,,68.0,30.17,10.0,19.6,
FL,2,52.0,,66.0,30.18,10.0,8.1,
FL,3,62.1,,46.0,30.23,10.0,5.8,
SC,2,32.0,,85.0,30.17,10.0,,
SC,2,57.2,,33.0,30.1,10.0,11.5,
SC,2,55.4,,29.0,30.11,10.0,10.4,
SC,2,48.2,,54.0,30.22,10.0,6.9,
SC,3,42.1,,70.0,30.19,10.0,,
SC,2,44.6,40.7,66.0,30.2,5.0,6.9,
SC,3,59.0,,39.0,30.15,10.0,8.1,
IL,3,40.8,35.6,50.0,30.3,10.0,8.1,
NE,3,41.4,36.8,69.0,30.17,10.0,6.9,
MN,3,12.9,,92.0,30.28,8.0,,
MN,2,26.1,20.5,78.0,30.24,8.0,4.6,
MO,2,42.1,37.1,51.0,30.3,10.0,8.1,
IL,2,26.1,19.4,96.0,30.2,3.0,5.8,
IL,2,32.5,,69.0,30.28,10.0,,
OK,3,57.9,,23.0,30.37,10.0,12.7,
TX,3,62.6,,16.0,30.4,10.0,,
TX,2,54.0,,33.0,30.45,10.0,3.5,
OK,2,,,,,,,
LA,2,50.0,,54.0,30.45,10.0,6.9,
LA,2,55.9,,39.0,30.42,10.0,11.5,
LA,2,53.1,,38.0,30.4,10.0,,
TX,3,41.0,39.0,57.0,30.48,10.0,3.5,
OK,2,57.0,,25.0,30.39,10.0,4.6,
TN,2,28.9,,92.0,30.35,10.0,,
AL,3,37.9,33.5,73.0,30.39,10.0,5.8,
AL,3,46.0,40.6,61.0,30.42,10.0,11.5,
TN,2,45.0,40.6,52.0,30.33,10.0,8.1,
LA,3,64.4,,28.0,30.38,10.0,6.9,
OK,2,55.0,,29.0,30.37,10.0,,
TX,3,64.4,,18.0,30.39,10.0,5.8,
CO,3,26.1,18.4,51.0,30.35,10.0,6.9,
CO,2,51.1,,22.0,30.24,10.0,,
UT,2,,,,,,,
UT,2,,,,,,,
WY,3,,,,,,,
AZ,2,51.1,,25.0,30.17,10.0,8.1,
NM,2,30.2,24.3,47.0,30.42,10.0,5.8,
WA,3,45.0,40.1,86.0,29.69,10.0,9.2,
WA,2,46.9,,90.0,29.59,10.0,5.8,0.01
NV,3,48.0,,26.0,29.95,10.0,20.7,
CA,2,43.0,39.5,100.0,30.13,0.2,5.8,
CA,2,42.8,38.0,93.0,30.11,0.1,8.1,
CA,3,48.2,,50.0,30.14,10.0,,
CA,3,68.0,,18.0,30.12,10.0,,
CA,3,75.0,,12.0,30.05,10.0,4.6,
MA,3,24.1,11.5,35.0,30.45,10.0,15.0,
MI,2,33.1,25.5,66.0,30.4,10.0,9.2,
NY,2,19.9,10.1,68.0,30.39,9.0,8.1,0.0
CT,2,21.9,13.4,58.0,30.26,10.0,6.9,
PA,2,24.1,17.0,62.0,30.37,10.0,5.8,
NY,3,27.0,13.2,45.0,30.31,10.0,20.7,
NY,2,27.0,13.2,45.0,30.31,10.0,20.7,
NJ,2,27.0,17.3,41.0,30.41,10.0,10.4,
NY,3,28.0,18.6,36.0,30.51,10.0,10.4,
NY,2,23.0,10.6,53.0,30.27,10.0,13.8,
OH,3,27.0,23.0,72.0,30.49,9.0,3.5,0.0
OH,3,21.9,,89.0,30.52,10.0,,
OH,2,28.9,21.9,85.0,30.51,8.0,6.9,0.0
OH,2,36.9,33.1,63.0,30.45,10.0,4.6,
NC,2,26.6,,80.0,30.47,10.0,,
NC,2,27.0,,85.0,30.46,10.0,,
NC,3,35.1,,72.0,30.49,10.0,,
NC,2,41.0,,53.0,30.53,10.0,,
NC,2,42.1,39.2,41.0,30.57,10.0,4.6,
NC,2,27.0,,81.0,30.46,10.0,,
NC,2,43.0,38.8,40.0,30.52,10.0,6.9,
FL,2,55.0,,55.0,30.37,10.0,11.5,
FL,3,64.9,,61.0,30.32,10.0,12.7,
SC,2,48.9,,35.0,30.51,10.0,8.1,
SC,2,52.0,,30.0,30.49,10.0,12.7,
SC,2,55.4,,21.0,30.46,10.0,,
GA,3,55.0,,24.0,30.48,10.0,,
SC,3,41.0,35.2,57.0,30.4,10.0,9.2,
GA,2,37.0,31.6,67.0,30.47,,6.9,
SC,2,41.0,39.0,65.0,30.52,10.0,3.5,
SC,2,48.2,,43.0,30.54,10.0,4.6,
GA,3,55.0,,28.0,30.48,10.0,4.6,
MO,3,42.1,36.6,51.0,30.33,10.0,9.2,
MN,3,24.8,14.0,100.0,30.1,2.5,11.5,
MN,3,26.1,15.6,96.0,30.19,2.5,11.5,0.0
MO,3,39.9,35.8,49.0,30.17,10.0,5.8,
MO,3,50.0,,39.0,30.31,10.0,12.7,
MO,3,66.0,,17.0,30.22,10.0,11.5,
IL,3,28.0,19.3,81.0,30.39,8.0,9.2,
MO,2,60.1,,23.0,30.31,10.0,23.0,
LA,2,35.1,,96.0,30.48,10.0,,
LA,2,39.0,,79.0,30.5,10.0,,
LA,2,52.0,,45.0,30.52,10.0,6.9,
TX,2,35.1,,85.0,30.45,,,
OK,2,35.6,28.0,53.0,30.34,10.0,10.4,
TX,2,41.0,39.0,73.0,30.47,10.0,3.5,
TX,3,61.0,,32.0,30.4,10.0,10.4,
TX,3,66.0,,21.0,30.32,,5.8,
OK,2,50.0,,23.0,30.19,10.0,12.7,
OK,2,55.2,,22.0,30.2,10.0,17.3,
LA,2,46.0,42.5,58.0,30.51,10.0,6.9,
TX,3,46.4,43.5,50.0,30.45,10.0,5.8,
TX,2,51.1,,46.0,30.43,10.0,,
OK,2,66.9,,14.0,30.22,10.0,19.6,
TN,3,28.0,,85.0,30.52,10.0,,
TN,3,48.9,,46.0,30.54,10.0,6.9,
TX,2,50.0,,47.0,30.45,10.0,6.9,
TX,2,60.1,,30.0,30.46,10.0,10.4,
TX,2,62.1,,37.0,30.38,10.0,11.5,
UT,2,40.8,,38.0,29.85,10.0,,
AZ,2,54.0,,15.0,29.99,10.0,9.2,
OR,2,39.9,30.8,83.0,29.69,10.0,18.4,0.0
WA,2,42.1,35.7,85.0,29.86,10.0,11.5,0.0
NV,3,41.0,32.8,36.0,29.94,10.0,16.1,
CA,2,33.8,,100.0,30.07,5.0,,
CA,2,42.8,,100.0,30.11,10.0,,
CA,2,50.0,,76.0,30.16,10.0,5.8,
CA,2,48.9,,93.0,30.06,2.5,8.1,0.04
CA,3,51.1,,83.0,30.05,10.0,4.6,
CA,2,48.2,,50.0,30.09,10.0,,
CA,3,48.2,,93.0,30.06,10.0,4.6,
CA,3,51.1,,74.0,30.06,10.0,,
CA,2,46.9,,61.0,30.1,10.0,,
CA,3,55.0,,67.0,30.08,10.0,3.5,
CA,3,59.0,,51.0,30.07,7.0,9.2,
CA,3,60.1,,72.0,30.05,7.0,6.9,
CA,3,57.9,,46.0,30.04,10.0,,
RI,3,30.0,21.1,32.0,30.7,10.0,10.4,
MI,2,52.0,,40.0,30.15,10.0,13.8,
MI,2,46.0,40.2,54.0,30.14,10.0,12.7,
MA,2,33.1,,28.0,30.63,10.0,,
MA,3,30.0,25.2,30.0,30.66,10.0,4.6,
MI,3,26.8,18.5,99.0,30.37,10.0,8.1,
NY,2,27.0,19.5,75.0,30.57,10.0,6.9,
NY,2,26.1,20.5,39.0,30.72,10.0,4.6,
CT,3,32.0,23.0,38.0,30.67,10.0,11.5,
OH,3,33.1,23.0,64.0,30.4,10.0,15.0,
OH,3,35.1,25.9,59.0,30.41,10.0,13.8,
KY,2,34.0,26.0,73.0,30.46,10.0,10.4,
IN,3,53.6,,39.0,30.26,10.0,23.0,
OH,3,30.9,26.2,79.0,30.48,10.0,4.6,
OH,2,33.1,30.0,66.0,30.49,10.0,3.5,
OH,2,33.8,26.4,75.0,30.44,10.0,9.2,
OH,3,53.2,,27.0,30.41,10.0,16.1,
OH,3,55.0,,34.0,30.38,10.0,13.8,
OH,3,52.0,,38.0,30.35,10.0,11.5,
TN,3,44.1,,49.0,30.47,10.0,,
NC,2,54.0,,28.0,30.62,10.0,8.1,
NC,2,55.9,,23.0,30.61,10.0,8.1,
NC,2,26.1,,81.0,30.66,10.0,,
NC,2,26.1,,81.0,30.66,10.0,,
NC,2,33.1,,78.0,30.7,9.0,,
NC,2,50.0,,32.0,30.65,10.0,5.8,
NC,2,45.0,40.6,39.0,30.64,10.0,8.1,
FL,2,71.1,,61.0,30.31,10.0,20.7,
FL,3,69.1,,58.0,30.35,10.0,21.9,
FL,2,69.1,,57.0,30.35,10.0,21.9,
FL,3,73.0,,59.0,30.37,10.0,25.3,
FL,2,69.1,,54.0,30.45,10.0,21.9,
FL,2,71.1,,66.0,30.31,10.0,20.7,
FL,2,54.0,,83.0,30.39,10.0,6.9,
FL,3,69.8,,53.0,30.43,10.0,18.4,
SC,2,30.9,,85.0,30.64,9.0,,
FL,3,55.9,,80.0,30.5,10.0,8.1,
FL,3,64.9,,68.0,30.48,10.0,6.9,
SC,2,53.6,,47.0,30.67,10.0,5.8,
SC,2,57.2,,21.0,30.59,10.0,8.1,
SC,2,51.8,,67.0,30.6,10.0,,
MN,3,46.0,38.5,56.0,29.69,10.0,19.6,
MN,2,45.0,37.4,52.0,29.66,10.0,18.4,
IL,2,48.9,,54.0,29.98,10.0,19.6,
IL,2,48.9,,56.0,29.99,10.0,24.2,
OK,2,62.1,,60.0,29.96,10.0,24.2,
TX,3,68.0,,78.0,30.09,8.0,12.7,
OK,2,53.1,,83.0,30.02,10.0,11.5,
LA,2,63.0,,72.0,30.28,10.0,13.8,
LA,3,60.1,,83.0,30.29,10.0,17.3,0.0
OK,2,52.0,,50.0,30.16,10.0,16.1,
OK,2,55.0,,74.0,30.02,10.0,15.0,
TN,3,37.9,33.5,62.0,30.51,10.0,5.8,
TN,2,55.0,,29.0,30.52,10.0,17.3,
TN,2,61.0,,21.0,30.41,10.0,19.6,
TN,2,61.0,,19.0,30.39,10.0,18.4,
TN,2,57.0,,20.0,30.37,10.0,12.7,
TN,2,37.0,31.0,62.0,30.49,10.0,8.1,
TX,2,53.6,,82.0,30.27,10.0,12.7,
TX,2,63.0,,75.0,30.3,10.0,12.7,
TX,2,66.9,,73.0,30.24,10.0,9.2,
TX,3,66.9,,73.0,30.22,10.0,8.1,
TX,2,68.0,,73.0,30.17,9.0,10.4,
CO,2,35.6,27.1,38.0,29.82,70.0,12.7,
CO,2,30.9,24.3,54.0,29.86,10.0,6.9,
AZ,2,47.8,,26.0,30.08,10.0,3.5,
AZ,2,60.1,,31.0,30.12,10.0,4.6,
AZ,2,66.0,,15.0,30.01,10.0,11.5,
AZ,3,46.0,44.8,24.0,30.13,10.0,3.5,
AZ,2,60.8,,31.0,30.12,10.0,,
OR,3,37.9,33.5,65.0,30.31,10.0,5.8,
CA,2,37.4,,,30.3,0.2,,
CA,2,35.6,,100.0,30.32,10.0,,
CA,2,37.0,,96.0,30.35,10.0,,
CA,2,33.8,29.6,93.0,30.34,1.0,4.6,
CA,2,45.0,41.8,86.0,30.12,10.0,5.8,
CA,2,66.0,,17.0,30.14,10.0,5.8,
CA,3,57.9,,22.0,30.15,10.0,3.5,
MI,3,48.4,,42.0,30.06,10.0,18.4,
CT,3,33.1,28.7,89.0,30.48,8.0,4.6,
IN,3,44.6,39.7,100.0,30.17,1.8,9.2,
NC,2,55.9,,55.0,30.56,10.0,9.2,
GA,3,52.0,,100.0,30.33,7.0,3.5,0.0
LA,3,59.0,,94.0,30.21,2.0,11.5,0.47
TX,2,57.2,,29.0,30.25,10.0,6.9,
TN,3,55.0,,93.0,30.23,5.0,6.9,0.09
UT,3,28.9,19.2,56.0,30.36,10.0,11.5,
WA,3,42.6,,100.0,30.37,10.0,,
CA,2,42.1,,100.0,30.38,10.0,,
CA,3,64.4,,21.0,30.22,10.0,,
CA,3,66.9,,15.0,30.19,10.0,3.5,
CA,3,68.0,,13.0,30.19,10.0,5.8,
NC,2,55.4,,100.0,30.29,7.0,3.5,0.03
VA,3,59.0,,100.0,30.24,8.0,9.2,0.01
FL,3,71.6,,88.0,30.0,10.0,6.9,
SC,3,55.0,,96.0,30.1,3.0,3.5,0.09
GA,3,55.0,,100.0,30.11,3.0,5.8,0.0
GA,3,55.9,,97.0,30.1,3.0,8.1,0.08
MN,3,19.9,12.1,62.0,30.55,9.0,5.8,0.0
MN,3,21.2,11.7,63.0,30.53,10.0,8.1,
KS,3,,,,,,,
IL,3,39.0,32.8,76.0,30.34,10.0,9.2,
TX,3,64.9,,25.0,30.25,10.0,10.4,
CA,3,41.0,,93.0,30.38,10.0,,
CA,2,68.0,,43.0,30.27,10.0,3.5,
CA,2,55.9,,80.0,30.32,10.0,,
CA,2,75.0,,17.0,30.21,10.0,18.4,
CA,2,70.9,,24.0,30.11,10.0,4.6,
CA,3,75.0,,23.0,30.1,10.0,,
CA,3,77.0,,14.0,30.1,10.0,6.9,
MA,2,28.9,,85.0,30.31,10.0,,
MA,3,36.0,29.6,76.0,30.27,10.0,8.1,
MI,3,25.0,17.1,92.0,30.29,3.0,6.9,0.0
MI,2,26.1,14.5,81.0,30.29,1.5,13.8,0.01
MI,2,19.9,5.7,71.0,30.28,10.0,16.1,
NY,3,32.0,25.6,69.0,30.16,10.0,6.9,
NY,2,30.9,20.7,79.0,30.33,10.0,13.8,
NY,2,37.0,33.3,59.0,30.24,10.0,4.6,
NY,2,37.0,33.3,59.0,30.24,10.0,4.6,
NY,2,39.0,35.7,73.0,30.23,10.0,4.6,
NY,3,41.0,35.8,51.0,30.22,10.0,8.1,
NY,3,39.9,34.5,60.0,30.08,10.0,8.1,
OH,3,34.0,29.8,79.0,30.22,10.0,4.6,
NC,3,48.9,,41.0,30.02,10.0,16.1,
TN,2,59.0,,24.0,30.12,10.0,16.1,
NC,2,51.1,,96.0,30.01,10.0,9.2,
NC,2,51.1,,96.0,30.01,9.0,11.5,
NC,2,,,,29.98,,,
SC,2,55.4,,29.0,29.99,10.0,12.7,
NC,2,51.8,,58.0,30.02,10.0,,
NC,2,50.0,,57.0,30.01,10.0,6.9,
NC,2,46.9,,80.0,30.06,10.0,4.6,
VA,2,,,,,,,
VA,2,,,,,,,
FL,2,69.1,,100.0,29.97,2.5,11.5,
FL,3,73.0,,81.0,30.0,10.0,15.0,
FL,2,69.1,,100.0,29.93,0.2,6.9,0.0
SC,2,53.6,,100.0,29.96,9.0,8.1,
SC,3,53.6,,100.0,29.96,6.0,8.1,
SC,3,54.0,,93.0,29.97,10.0,3.5,
GA,3,55.2,,34.0,30.09,10.0,16.1,
SC,2,55.4,,88.0,29.9,4.0,13.8,0.0
SC,2,49.5,,78.0,30.02,10.0,10.4,
SC,3,48.0,,33.0,30.07,10.0,,
NE,2,14.0,5.1,71.0,30.71,10.0,5.8,
IL,2,25.0,13.6,66.0,30.45,9.0,12.7,0.0
IA,2,24.1,15.2,55.0,30.57,10.0,8.1,
IL,2,21.9,10.4,63.0,30.5,9.0,11.5,0.0
LA,2,46.0,41.0,68.0,30.32,10.0,10.4,
OK,2,21.9,7.3,68.0,30.63,10.0,18.4,
TX,2,53.6,,33.0,30.54,10.0,17.3,
TX,2,57.9,,27.0,30.55,,8.1,
TX,2,64.9,,19.0,30.46,10.0,8.1,
TX,3,57.2,,29.0,30.46,10.0,12.7,
OK,2,41.0,35.8,31.0,30.59,10.0,8.1,
LA,3,54.0,,41.0,30.43,10.0,16.1,
TX,2,44.1,40.8,82.0,30.35,10.0,5.8,
TX,2,51.1,,59.0,30.43,10.0,4.6,
TX,2,62.6,,19.0,30.43,10.0,17.3,
TX,2,66.0,,29.0,30.38,10.0,17.3,
TX,3,64.4,,21.0,30.36,10.0,15.0,
TX,3,64.4,,22.0,30.37,10.0,16.1,
AZ,3,57.9,,14.0,30.2,10.0,9.2,
AZ,3,59.0,,23.0,30.22,10.0,11.5,
AZ,2,82.4,,7.0,30.11,10.0,6.9,
TX,2,59.0,,22.0,30.45,10.0,13.8,
TX,2,63.0,,15.0,30.27,10.0,5.8,
WA,2,50.0,,86.0,30.14,10.0,8.1,
CA,2,50.0,,86.0,30.29,10.0,5.8,
CA,2,44.6,,87.0,30.25,10.0,,
CA,3,48.0,,39.0,30.17,10.0,5.8,
CA,3,73.0,,12.0,30.09,10.0,11.5,
CA,2,46.4,,50.0,30.18,10.0,,
CA,3,,,,,,,
CA,3,81.0,,11.0,30.01,10.0,12.7,
NY,3,16.0,2.3,77.0,30.3,3.0,12.7,0.0
MI,3,14.0,6.5,71.0,30.43,10.0,4.6,
NY,2,21.0,11.4,92.0,30.12,1.8,8.1,0.02
PA,2,33.1,,85.0,29.97,10.0,,
NY,2,30.0,20.5,92.0,29.98,2.5,11.5,0.0
NY,3,30.0,20.5,92.0,29.98,2.5,11.5,0.0
NJ,2,30.9,24.3,89.0,29.98,1.2,6.9,0.01
NY,3,30.9,22.8,85.0,29.98,2.5,9.2,0.0
PA,3,30.0,19.1,69.0,30.09,10.0,15.0,0.0
NY,3,28.9,15.1,51.0,30.11,10.0,23.0,
OH,3,19.0,6.1,68.0,30.4,9.0,12.7,0.0
OH,2,19.4,5.5,74.0,30.31,7.0,15.0,
KY,3,27.0,20.5,58.0,30.49,10.0,5.8,
IN,2,26.6,,69.0,30.47,10.0,,
IN,3,30.9,25.2,50.0,30.32,10.0,5.8,
OH,2,15.8,4.2,73.0,30.4,10.0,9.2,
NC,2,34.0,25.5,54.0,30.22,10.0,11.5,
NC,2,39.0,29.9,45.0,30.34,10.0,17.3,
NC,2,35.6,31.7,100.0,30.11,7.0,4.6,
NC,3,36.0,27.5,52.0,30.22,10.0,12.7,
FL,2,50.0,,54.0,30.19,10.0,5.8,
FL,2,62.1,,78.0,30.08,10.0,10.4,
FL,2,62.1,,38.0,30.25,10.0,10.4,
SC,2,37.0,32.4,52.0,30.25,10.0,5.8,
SC,2,30.9,24.3,67.0,30.25,10.0,6.9,
SC,2,46.9,,28.0,30.31,10.0,9.2,
SC,3,43.0,34.8,26.0,30.32,10.0,18.4,
SC,3,48.0,,27.0,30.27,10.0,4.6,
GA,3,36.0,29.6,46.0,30.36,10.0,8.1,
SC,2,50.0,,,30.29,10.0,11.5,
MN,3,26.1,14.5,69.0,29.82,10.0,13.8,
WI,2,5.0,-2.1,92.0,30.42,10.0,3.5,
MN,3,19.4,5.0,63.0,29.93,10.0,16.1,
MO,3,24.1,,75.0,30.58,10.0,,
IL,2,28.9,19.8,58.0,30.3,10.0,10.4,
TX,2,37.9,,60.0,30.5,,,
TX,2,27.0,,100.0,30.5,10.0,,
OK,2,28.9,17.7,56.0,30.41,10.0,15.0,
TX,2,44.1,41.5,49.0,30.51,10.0,4.6,
TX,2,44.1,41.5,49.0,30.51,10.0,4.6,
TX,2,62.1,,24.0,30.42,10.0,5.8,
TX,2,62.1,,22.0,30.17,10.0,20.7,
TX,3,57.2,,29.0,30.19,10.0,11.5,
OK,2,25.0,17.1,75.0,30.44,10.0,6.9,
TN,2,28.9,18.6,58.0,30.48,10.0,12.7,
TN,2,27.0,16.7,63.0,30.49,10.0,11.5,
AL,3,45.0,40.6,36.0,30.45,10.0,8.1,
TX,2,57.9,,36.0,30.37,10.0,6.9,
CO,2,48.4,,21.0,29.84,10.0,4.6,
AZ,2,71.6,,16.0,30.15,10.0,,
AZ,2,80.1,,11.0,29.96,10.0,5.8,
OR,2,45.0,40.6,93.0,30.15,10.0,8.1,0.0
WA,2,43.0,36.0,86.0,30.07,10.0,13.8,
CA,2,39.9,,97.0,30.2,0.2,,
CA,3,48.0,,89.0,30.16,10.0,4.6,
CA,2,35.6,,100.0,30.21,0.2,,
CA,2,41.0,37.1,93.0,30.15,10.0,5.8,
CA,2,72.0,,33.0,30.09,10.0,,
CA,2,64.0,,27.0,30.04,10.0,,
CA,2,46.0,43.9,63.0,30.12,10.0,4.6,
CA,3,57.9,,47.0,30.05,10.0,,
CA,2,64.0,,24.0,30.05,10.0,,
CA,3,81.0,,12.0,29.96,10.0,3.5,
CA,2,73.4,,27.0,29.97,10.0,12.7,
NH,2,35.1,32.2,70.0,30.09,10.0,3.5,
CT,4,34.0,,96.0,30.1,10.0,,
PA,4,36.0,,73.0,30.04,10.0,,
PA,4,36.0,,73.0,30.05,10.0,,
CT,2,30.9,,85.0,30.07,10.0,,
NC,2,42.8,,81.0,30.09,10.0,,
TN,4,44.1,,100.0,30.07,3.0,,0.1
MO,3,40.6,37.5,,29.88,0.2,4.6,
IL,3,34.0,31.0,85.0,30.09,5.0,3.5,
LA,4,54.0,,93.0,30.14,10.0,,
AL,3,61.0,,90.0,30.0,10.0,6.9,0.0
UT,2,37.9,,100.0,29.62,7.0,,
UT,2,32.0,,100.0,29.68,10.0,,
UT,2,53.1,,64.0,29.78,10.0,12.7,
UT,2,44.1,,68.0,29.73,10.0,,0.0
AZ,2,50.0,,93.0,29.8,10.0,3.5,
OR,2,48.0,,86.0,29.87,10.0,12.7,0.01
OR,2,48.9,,66.0,29.98,10.0,,
WA,2,50.2,,89.0,29.76,10.0,9.2,
OR,2,45.0,40.1,82.0,29.91,10.0,9.2,0.1
