Severity,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,FL,,,,30.11,10.0,9.2,
2,FL,55.0,,69.0,30.0,10.0,18.4,
2,SC,28.9,25.2,30.0,30.27,10.0,3.5,
2,MN,1.0,-16.6,75.0,30.27,10.0,12.7,
2,IL,17.1,4.3,71.0,30.11,7.0,11.5,0.0
2,IL,17.1,2.0,62.0,30.12,10.0,16.1,0.0
2,IL,14.0,-2.5,64.0,30.1,8.0,17.3,
2,OK,39.9,30.8,40.0,30.36,10.0,18.4,
3,TX,19.8,14.7,61.0,30.46,10.0,3.5,
2,TX,26.6,20.0,59.0,30.44,13.0,5.8,
2,TX,41.0,35.2,31.0,30.39,13.0,9.2,
3,TN,19.0,11.1,65.0,30.3,10.0,5.8,
2,AL,41.7,37.3,28.0,30.19,10.0,6.9,
3,TX,42.8,38.6,27.0,30.35,10.0,6.9,
2,OR,34.0,29.8,89.0,30.15,10.0,4.6,
2,CA,51.1,,96.0,30.0,4.0,,
2,CA,59.0,,36.0,30.06,10.0,,
2,CA,55.9,,87.0,30.01,10.0,3.5,0.0
2,CA,61.0,,78.0,30.07,10.0,6.9,
3,MA,19.9,12.1,57.0,29.96,10.0,5.8,
2,NJ,24.8,10.0,86.0,29.41,0.2,21.9,0.0
3,NY,23.0,8.7,81.0,29.36,1.0,18.4,0.0
2,CT,19.9,4.8,89.0,29.56,0.2,18.4,0.03
2,NC,30.9,19.8,24.0,29.99,10.0,16.1,
2,NC,21.0,13.4,65.0,29.76,10.0,5.8,
3,VA,21.9,12.5,85.0,29.7,1.0,8.1,0.01
2,VA,23.0,8.7,85.0,29.69,0.8,18.4,0.01
2,FL,51.8,,35.0,30.06,10.0,9.2,
2,FL,52.0,,61.0,30.13,10.0,15.0,
2,SC,26.6,16.8,31.0,30.02,10.0,10.4,
2,FL,48.2,,32.0,30.06,10.0,16.1,
3,FL,48.0,,30.0,30.06,10.0,11.5,
2,FL,42.1,39.2,41.0,30.12,10.0,4.6,
2,GA,41.0,34.3,27.0,29.96,10.0,11.5,
2,GA,39.9,32.5,25.0,30.02,10.0,12.7,
2,SC,39.0,32.8,29.0,29.98,10.0,9.2,
2,MO,10.9,4.7,61.0,30.47,10.0,3.5,
2,MN,1.0,-8.7,66.0,30.45,10.0,4.6,
2,TN,12.9,-0.2,65.0,30.31,10.0,10.4,0.0
2,FL,42.4,36.1,27.0,30.21,10.0,11.5,
2,TX,53.6,,22.0,30.3,10.0,4.6,
3,CO,22.3,13.0,58.0,30.29,10.0,8.1,
2,CO,33.1,26.9,26.0,30.36,10.0,6.9,
3,UT,19.9,,89.0,30.29,6.0,,
3,AZ,60.1,,21.0,30.04,10.0,3.5,
3,AZ,59.0,,20.0,30.06,10.0,3.5,
2,CA,55.9,,80.0,30.05,10.0,9.2,
2,CA,55.9,,87.0,30.03,10.0,5.8,
3,CA,50.0,,66.0,30.15,10.0,,
2,MI,3.9,-13.7,53.0,30.35,10.0,13.8,
3,NY,3.9,-16.6,58.0,29.73,10.0,19.6,
3,NY,7.0,-15.3,58.0,29.72,10.0,26.5,
3,MD,12.9,,49.0,29.98,,,
2,NC,34.0,28.8,24.0,30.24,10.0,5.8,
2,NC,34.0,28.8,24.0,30.24,10.0,5.8,
2,NC,23.0,12.4,39.0,30.25,10.0,10.4,
2,FL,54.0,,28.0,30.3,10.0,9.2,
3,FL,54.0,,59.0,30.32,10.0,6.9,
2,FL,37.0,33.3,34.0,30.43,10.0,4.6,
2,SC,10.4,,85.0,30.28,10.0,,
3,FL,46.4,43.5,25.0,30.33,10.0,5.8,
3,GA,45.0,39.7,25.0,30.31,10.0,10.4,
2,TX,44.6,,57.0,30.4,10.0,,
3,TX,51.1,,35.0,30.38,10.0,9.2,
3,MS,36.0,,33.0,30.45,10.0,,
2,FL,51.1,,22.0,30.38,10.0,6.9,
2,TN,28.0,20.8,31.0,30.43,10.0,6.9,
3,CO,32.0,26.4,51.0,30.15,50.0,5.8,
2,CO,37.9,34.4,55.0,30.2,10.0,4.6,
2,AZ,64.0,,25.0,30.19,10.0,5.8,
3,OR,53.1,,77.0,30.06,10.0,11.5,
3,WA,48.0,,89.0,30.03,7.0,8.1,0.02
2,CA,54.0,,93.0,30.09,3.0,,
3,CA,59.0,,100.0,30.19,1.5,5.8,
2,CA,66.0,,70.0,30.14,10.0,4.6,
3,GA,37.2,30.0,16.0,30.46,10.0,10.4,
3,SC,42.1,40.2,24.0,30.43,10.0,3.5,
3,TX,62.1,,62.0,30.25,10.0,3.5,
3,TX,51.1,,68.0,30.4,10.0,6.9,
2,SC,23.0,15.8,34.0,30.65,10.0,5.8,
2,IL,26.6,17.5,83.0,30.04,10.0,9.2,
3,TX,64.4,,83.0,29.95,10.0,,
2,CA,46.4,,100.0,30.16,0.8,,
2,CA,66.0,,73.0,29.99,6.0,,
2,MA,21.9,11.7,32.0,30.22,10.0,9.2,
2,MA,33.1,23.9,38.0,30.03,10.0,12.7,
3,NY,27.0,15.6,34.0,29.98,10.0,13.8,
2,MI,36.0,25.3,76.0,29.94,8.0,19.6,
2,PA,21.2,12.6,58.0,30.26,10.0,6.9,
2,NY,23.0,11.7,63.0,30.27,10.0,11.5,
3,NY,33.1,22.6,56.0,30.08,10.0,16.1,
2,PA,23.0,15.8,58.0,30.17,3.0,5.8,0.0
2,PA,34.0,27.2,92.0,30.01,10.0,8.1,0.0
2,NC,37.0,33.3,36.0,30.35,10.0,4.6,
2,SC,33.8,,87.0,30.24,10.0,,
2,NC,46.0,39.9,30.0,30.27,10.0,13.8,
3,FL,73.9,,73.0,30.07,10.0,12.7,0.0
2,FL,53.1,,93.0,30.2,10.0,4.6,
2,FL,69.1,,68.0,30.07,10.0,4.6,
2,SC,33.1,,37.0,30.35,10.0,,
3,FL,63.0,,87.0,30.12,10.0,8.1,
2,SC,26.1,18.4,81.0,30.34,10.0,6.9,
2,TX,55.0,,55.0,30.14,10.0,12.7,
2,TX,43.0,37.7,82.0,30.12,10.0,9.2,
3,TX,66.0,,43.0,30.04,10.0,15.0,
2,CA,51.1,,92.0,29.86,4.0,3.5,0.08
2,CA,60.1,,93.0,29.74,8.0,10.4,0.02
2,CA,48.9,,90.0,30.05,10.0,4.6,0.04
3,PA,33.1,25.5,82.0,30.33,10.0,9.2,
2,NC,32.0,,93.0,30.26,7.0,,
2,NC,33.1,28.7,100.0,30.23,5.0,4.6,
2,NC,32.0,,93.0,30.27,7.0,,
2,NC,64.4,,49.0,30.23,10.0,,
2,SC,55.9,,67.0,30.24,10.0,,
2,NC,57.0,,67.0,30.24,10.0,,
2,NC,41.4,,88.0,30.3,10.0,,
2,VA,,,,,,,
3,FL,64.0,,100.0,30.01,10.0,4.6,
2,FL,66.0,,100.0,30.08,2.0,4.6,0.04
2,FL,70.0,,81.0,30.07,10.0,8.1,
3,GA,53.6,,88.0,30.25,6.0,5.8,
2,SC,62.6,,55.0,30.21,10.0,4.6,
2,TX,39.0,,100.0,30.17,10.0,,
3,AL,55.9,,90.0,30.15,10.0,4.6,
3,AL,46.9,,97.0,30.21,5.0,4.6,
3,MO,39.2,35.9,100.0,30.23,1.0,4.6,
3,TX,53.6,,82.0,30.06,3.0,,
2,AZ,78.1,,27.0,29.74,10.0,17.3,
2,TX,66.9,,28.0,29.91,10.0,6.9,
3,CA,54.0,,97.0,29.61,3.0,4.6,0.02
2,CA,55.9,,84.0,29.64,10.0,5.8,
3,CA,55.0,,93.0,29.6,8.0,3.5,
3,CA,55.9,,93.0,29.63,8.0,6.9,
2,CA,54.0,,97.0,29.71,8.0,5.8,0.11
3,CA,53.6,,88.0,29.83,3.0,3.5,
2,CA,57.0,,87.0,29.72,5.0,8.1,0.01
3,CA,57.9,,87.0,29.75,8.0,21.9,0.0
2,PA,17.6,,100.0,30.45,7.0,,
3,NJ,21.9,15.7,82.0,30.44,9.0,4.6,
2,NY,30.0,25.2,72.0,30.48,10.0,4.6,
3,CT,12.9,,96.0,30.49,10.0,,0.0
2,IN,39.2,33.6,100.0,30.09,2.5,8.1,
3,IN,42.1,36.6,100.0,30.08,0.5,9.2,0.0
2,OH,31.8,24.6,94.0,30.11,1.0,8.1,
2,NC,50.0,,77.0,30.34,10.0,3.5,
2,NC,50.0,,74.0,30.37,10.0,10.4,
2,FL,63.0,,100.0,30.0,0.5,4.6,
3,FL,62.1,,100.0,30.02,3.0,3.5,
3,GA,53.6,,100.0,30.27,10.0,8.1,
3,MN,36.0,27.1,93.0,29.62,7.0,13.8,
3,TX,66.0,,60.0,29.71,10.0,12.7,
2,LA,57.9,,100.0,30.03,1.2,,0.0
2,TX,63.0,,70.0,29.76,10.0,8.1,
2,TX,63.0,,70.0,29.76,10.0,8.1,
2,LA,62.1,,96.0,30.05,2.0,11.5,
3,AL,62.6,,100.0,30.07,4.0,6.9,
3,TN,45.0,43.5,93.0,30.17,4.0,3.5,
2,TN,45.0,43.5,93.0,30.17,4.0,3.5,
2,TX,51.8,,100.0,30.02,1.0,,
2,OK,45.0,36.9,90.0,29.83,10.0,20.7,
3,CO,48.2,,40.0,29.55,30.0,3.5,
2,UT,,,,,,,
3,UT,32.0,,92.0,30.07,10.0,,
3,UT,37.9,34.4,73.0,29.99,10.0,4.6,
2,WA,37.9,32.1,97.0,29.94,10.0,8.1,
2,CA,53.6,,82.0,30.21,10.0,,
2,CA,52.0,,97.0,29.87,10.0,5.8,
3,CA,53.6,,77.0,30.09,7.0,,
2,MI,55.0,,89.0,29.73,9.0,13.8,
2,NY,39.0,31.8,76.0,30.23,10.0,11.5,0.0
3,CT,46.9,,86.0,30.31,10.0,5.8,
2,PA,62.6,,63.0,30.02,10.0,13.8,
3,IN,55.0,,99.0,29.79,10.0,18.4,
2,NC,45.0,40.6,90.0,30.25,8.0,8.1,
2,NC,62.6,,94.0,30.08,2.0,,
2,NC,64.4,,94.0,30.02,5.0,9.2,
2,NC,63.0,,93.0,30.18,6.0,6.9,
2,SC,57.9,,93.0,30.2,10.0,3.5,
3,SC,59.0,,96.0,30.19,9.0,6.9,
3,SC,71.1,,81.0,30.04,10.0,12.7,0.0
3,FL,68.0,,93.0,30.08,1.0,6.9,
3,GA,64.9,,97.0,30.12,10.0,9.2,
2,SC,70.0,,90.0,30.04,3.0,20.7,0.0
3,TX,57.2,,88.0,29.77,10.0,10.4,
2,OK,27.3,10.3,61.0,30.08,10.0,34.5,
2,LA,71.1,,70.0,29.83,10.0,6.9,
3,TN,57.9,,90.0,30.0,9.0,4.6,
3,AL,69.1,,65.0,29.89,10.0,8.1,
2,AZ,53.1,,37.0,30.19,10.0,6.9,
2,CA,52.0,,93.0,30.29,3.0,,
2,CA,39.0,36.8,93.0,30.23,10.0,3.5,
2,MI,17.1,0.6,68.0,30.06,10.0,19.6,
3,MI,15.1,-0.6,64.0,30.2,10.0,16.1,
2,NY,59.0,,100.0,29.9,4.0,17.3,
2,PA,64.9,,90.0,29.93,10.0,10.4,0.02
2,PA,64.0,,87.0,29.62,8.0,8.1,0.05
3,NY,55.9,,97.0,,5.0,5.8,0.03
3,KY,32.0,21.2,96.0,29.81,1.0,16.1,0.03
2,NC,69.1,,81.0,29.74,10.0,10.4,
3,VA,64.9,,97.0,29.96,10.0,12.7,
2,VA,64.4,,94.0,29.9,5.0,4.6,0.06
2,FL,75.9,,87.0,30.01,10.0,10.4,
2,FL,66.2,,94.0,29.92,1.8,6.9,
2,SC,66.9,,97.0,29.85,10.0,5.8,
3,SC,64.0,,93.0,29.83,5.0,9.2,0.05
2,SC,57.0,,96.0,29.65,3.0,9.2,0.1
3,FL,62.6,,100.0,29.8,2.5,5.8,
3,FL,68.0,,100.0,29.75,2.5,11.5,
3,GA,57.0,,91.0,29.74,10.0,6.9,
3,GA,62.1,,96.0,29.77,1.2,13.8,0.07
3,MN,3.9,-9.4,39.0,30.55,10.0,8.1,
2,MN,1.9,-9.2,52.0,30.65,10.0,5.8,
2,TX,57.0,,16.0,30.23,10.0,6.9,
3,TN,23.0,12.4,85.0,30.05,1.5,10.4,0.01
2,TX,48.0,,34.0,30.2,10.0,18.4,
3,UT,52.0,,45.0,30.25,10.0,10.4,
2,CO,41.0,36.4,41.0,30.05,10.0,6.9,
3,AZ,57.9,,65.0,30.12,10.0,,
3,WA,50.0,,100.0,30.08,10.0,8.1,
2,WA,48.0,,93.0,30.27,4.0,13.8,
3,CA,55.0,,100.0,30.17,0.2,,
2,NJ,33.1,20.9,52.0,29.97,10.0,21.9,
2,NC,44.1,40.1,43.0,30.07,10.0,6.9,
3,SC,39.0,34.0,53.0,30.12,10.0,6.9,
3,IA,8.6,-1.3,67.0,30.68,10.0,5.8,
3,WA,51.1,,89.0,30.33,10.0,4.6,
3,CA,44.1,,85.0,30.25,7.0,,
2,CA,48.2,,100.0,30.24,1.2,3.5,
3,CA,71.6,,27.0,30.2,10.0,,
3,CA,71.6,,23.0,30.12,10.0,4.6,
3,MN,3.0,-8.0,73.0,30.43,10.0,5.8,
3,AZ,75.9,,21.0,30.11,10.0,10.4,
3,AZ,77.0,,19.0,30.09,10.0,8.1,
2,AZ,73.9,,17.0,30.11,10.0,11.5,
3,CA,54.0,,77.0,30.14,6.0,6.9,
3,CA,,,,,,,
3,MA,17.1,6.6,59.0,30.56,,8.1,
2,MI,16.5,6.9,67.0,30.41,10.0,6.9,
2,MI,17.1,3.0,81.0,30.34,2.0,13.8,0.0
3,MD,30.9,,67.0,30.49,,,
3,IN,19.0,9.0,88.0,30.39,3.0,8.1,0.0
2,IN,21.0,11.4,88.0,30.22,0.8,8.1,0.01
3,OH,28.0,18.1,96.0,30.3,1.2,11.5,0.01
3,SC,19.9,14.9,65.0,30.53,10.0,3.5,
2,VA,19.9,12.1,62.0,30.62,10.0,5.8,
2,NC,23.0,15.8,55.0,30.58,10.0,5.8,
2,FL,73.9,,59.0,30.19,10.0,13.8,
3,FL,52.0,,47.0,30.4,10.0,10.4,
3,MO,21.9,7.3,63.0,30.38,10.0,18.4,
2,NE,3.0,-17.3,66.0,30.59,10.0,18.4,
2,IL,3.9,-16.1,73.0,30.5,7.0,18.4,
3,IL,19.0,6.8,85.0,30.17,1.5,11.5,0.01
2,IL,19.9,10.1,89.0,30.18,1.8,8.1,0.0
2,IL,19.4,9.5,93.0,30.12,4.0,8.1,0.0
3,LA,55.0,,38.0,30.41,10.0,,
2,OK,33.1,24.9,70.0,30.35,10.0,10.4,
2,TN,37.0,28.9,46.0,30.42,10.0,12.7,
3,TX,66.2,,52.0,30.32,10.0,9.2,
2,CO,23.0,11.1,100.0,30.32,7.0,12.7,
2,AZ,51.8,,47.0,30.12,20.0,5.8,
2,WA,52.0,,80.0,29.97,10.0,3.5,
2,WA,59.0,,44.0,29.86,10.0,9.2,
3,CA,53.1,,86.0,30.09,6.0,,
2,CA,42.1,,96.0,30.21,3.0,,
2,CA,48.2,,62.0,30.14,10.0,,
2,CA,59.0,,55.0,30.12,10.0,,
2,CA,57.2,,44.0,30.17,10.0,5.8,
3,CA,66.0,,56.0,30.08,10.0,,
3,MI,15.1,2.5,80.0,30.43,5.0,10.4,
2,OH,10.0,-6.5,70.0,30.45,10.0,15.0,0.0
2,OH,15.1,1.8,77.0,30.42,9.0,11.5,
2,PA,28.4,,100.0,30.45,2.5,,
2,IN,-2.0,-13.9,79.0,30.58,10.0,5.8,
2,KY,12.0,-1.3,80.0,30.53,1.0,10.4,0.01
2,OH,10.0,0.4,67.0,30.5,9.0,5.8,
2,NC,30.9,25.2,57.0,30.46,10.0,5.8,
2,VA,30.6,,53.0,30.46,10.0,,
2,VA,26.1,,96.0,30.48,2.0,,
3,VA,26.1,21.9,100.0,30.49,0.2,3.5,
2,NC,44.1,42.5,32.0,30.42,10.0,3.5,
2,NC,44.1,41.5,38.0,30.36,10.0,4.6,
2,SC,45.0,,52.0,30.35,10.0,,
2,SC,46.0,44.8,44.0,30.35,10.0,3.5,
2,SC,42.8,41.1,66.0,30.35,10.0,3.5,
3,FL,36.0,32.1,86.0,30.41,10.0,4.6,
3,FL,61.0,,56.0,30.32,10.0,5.8,
3,NE,-0.0,-20.1,72.0,30.85,9.0,16.1,0.0
3,IL,14.0,0.5,84.0,30.43,1.2,11.5,0.0
2,TX,27.0,16.1,56.0,30.68,10.0,12.7,
2,OK,14.9,2.3,45.0,30.79,10.0,10.4,
2,TX,21.9,6.9,48.0,30.76,10.0,19.6,
3,MS,21.0,8.6,71.0,30.58,10.0,12.7,
3,TN,14.0,2.9,74.0,30.63,0.8,8.1,0.02
3,TX,24.8,,80.0,30.58,10.0,,0.01
3,TX,26.1,15.0,78.0,30.64,7.0,12.7,0.0
2,OK,15.1,9.4,54.0,30.82,10.0,3.5,
2,TX,27.0,15.2,72.0,30.66,10.0,15.0,
3,TX,26.1,14.5,81.0,30.64,10.0,13.8,0.0
3,WA,48.0,,93.0,30.09,10.0,11.5,
2,WA,46.4,,87.0,30.25,10.0,,
3,CA,70.0,,42.0,30.1,5.0,,
3,CA,,,,,,,
3,CA,,,,,,,
2,NH,33.1,28.7,85.0,30.13,2.5,4.6,0.0
3,NY,28.9,17.7,72.0,30.18,10.0,15.0,
2,NJ,26.1,16.8,66.0,30.18,10.0,9.2,
2,MD,,,,30.32,4.0,5.8,
2,PA,21.9,9.8,82.0,30.38,2.0,12.7,0.0
2,VA,26.1,12.7,51.0,30.35,10.0,18.4,
3,OH,3.0,-4.4,86.0,30.48,7.0,3.5,
2,VA,24.1,17.0,84.0,30.34,2.5,5.8,0.02
2,NC,30.2,21.9,93.0,30.28,0.5,9.2,
2,NC,24.8,16.1,74.0,30.32,10.0,8.1,
2,NC,21.0,11.4,71.0,30.33,10.0,8.1,
2,NC,24.8,16.1,74.0,30.32,10.0,8.1,
3,NC,32.0,26.4,96.0,30.28,0.5,5.8,0.06
2,NC,31.8,27.3,99.0,30.2,0.5,4.6,0.05
3,VA,28.0,17.5,92.0,30.25,0.5,12.7,0.02
3,FL,64.4,,56.0,30.2,10.0,6.9,
3,FL,57.2,,67.0,30.26,10.0,15.0,
3,MN,26.1,15.6,66.0,30.14,10.0,11.5,
2,NE,2.8,-6.6,83.0,30.64,10.0,4.6,0.0
2,MN,27.0,15.6,53.0,30.12,10.0,13.8,
3,KS,,,,,,,
3,IL,6.1,-4.3,83.0,30.6,8.0,5.8,
2,IL,-2.2,-10.4,86.0,30.55,10.0,3.5,
2,IL,6.1,-2.8,83.0,30.57,9.0,4.6,
2,IL,16.0,0.1,74.0,30.35,9.0,17.3,
2,TX,22.8,10.9,48.0,30.73,10.0,12.7,
3,TX,27.0,17.3,49.0,30.81,10.0,10.4,
2,OK,15.1,6.4,70.0,30.83,10.0,5.8,
3,FL,23.0,8.7,74.0,30.56,10.0,18.4,
3,TX,19.9,6.7,71.0,30.75,10.0,13.8,
2,TX,28.0,18.1,56.0,30.76,10.0,11.5,
2,CO,26.6,21.2,47.0,30.25,30.0,4.6,
2,AZ,70.0,,17.0,30.1,10.0,4.6,
2,OR,,,,,,,
2,OR,48.0,,74.0,29.95,10.0,17.3,
3,CA,50.0,,100.0,30.22,2.0,6.9,
2,CA,,,,,3.0,,
2,CA,55.9,,87.0,30.19,6.0,8.1,
3,CA,,,,,,,
3,CA,75.9,,48.0,30.1,7.0,3.5,
3,CA,73.4,,22.0,30.14,7.0,,
3,MA,26.1,16.8,63.0,29.95,10.0,9.2,
3,MA,3.0,,95.0,30.01,7.0,,
3,PA,17.6,10.7,63.0,30.11,10.0,4.6,
2,MD,25.0,18.1,51.0,30.18,10.0,5.8,
3,MD,27.0,,41.0,30.17,,,
3,NC,,,,,,,
2,FL,42.1,34.5,70.0,30.28,10.0,15.0,
3,FL,28.4,21.2,59.0,30.4,10.0,6.9,
2,MN,17.6,2.7,86.0,29.91,10.0,16.1,
2,IL,15.1,3.3,74.0,30.29,10.0,9.2,
3,MO,21.9,12.5,53.0,30.33,10.0,8.1,
2,TX,30.9,,50.0,30.58,10.0,,
2,OK,21.0,9.9,57.0,30.44,10.0,10.4,
2,TN,6.8,,100.0,30.53,10.0,,
2,AZ,46.4,42.9,46.0,30.16,40.0,6.9,
2,WA,45.0,41.8,82.0,29.83,10.0,5.8,0.05
3,CA,55.0,,69.0,30.06,10.0,,
3,CA,60.8,,52.0,30.11,10.0,,
3,NJ,42.1,38.4,40.0,30.02,10.0,5.8,
2,SC,48.4,,35.0,30.19,10.0,,
2,NC,42.1,,41.0,30.23,10.0,,
2,SC,55.4,,23.0,30.16,10.0,6.9,
2,NE,43.0,36.0,60.0,29.69,10.0,13.8,
2,OK,51.1,,50.0,29.88,10.0,13.8,
2,TX,46.0,40.6,54.0,30.23,10.0,11.5,
3,FL,,,,,,,
2,AZ,64.4,,24.0,30.06,10.0,5.8,
3,AZ,75.9,,16.0,29.85,10.0,4.6,
3,SC,63.0,,22.0,30.18,10.0,6.9,
3,WI,46.0,41.9,61.0,29.91,10.0,8.1,
3,CA,53.1,,66.0,30.24,10.0,4.6,
2,NC,66.9,,39.0,30.23,10.0,6.9,
3,FL,59.0,,36.0,30.29,10.0,5.8,
2,FL,64.4,,34.0,30.27,10.0,8.1,
3,CO,24.8,12.9,86.0,29.91,12.0,13.8,
3,CA,51.8,,44.0,30.28,10.0,,
3,MA,35.1,27.4,96.0,30.26,1.5,10.4,
2,MI,36.0,28.5,97.0,29.86,4.0,10.4,0.1
3,PA,54.0,,57.0,30.14,10.0,3.5,
3,PA,50.0,,71.0,30.11,10.0,3.5,
2,PA,45.0,42.6,86.0,30.16,6.0,4.6,
2,PA,50.0,,74.0,30.01,10.0,4.6,
3,OH,52.0,,74.0,29.86,10.0,4.6,
2,TN,36.0,,100.0,30.09,10.0,,
2,NC,64.4,,42.0,30.1,10.0,11.5,
2,NC,57.9,,78.0,29.96,10.0,15.0,
2,NC,62.1,,46.0,30.1,10.0,10.4,
2,FL,57.0,,100.0,30.16,3.0,3.5,
3,FL,72.0,,71.0,30.04,10.0,10.4,
3,GA,46.9,,83.0,30.11,10.0,3.5,
2,MN,30.9,20.7,92.0,29.78,0.5,13.8,0.0
2,IL,52.0,,83.0,29.45,10.0,10.4,
2,TX,66.0,,17.0,30.04,10.0,12.7,
2,TX,50.0,,32.0,30.05,,5.8,
2,TX,50.0,,32.0,30.05,,5.8,
2,OK,41.0,32.2,53.0,29.81,10.0,18.4,
2,FL,64.9,,90.0,30.03,9.0,13.8,
3,TN,59.0,,49.0,29.89,10.0,18.4,
2,AL,66.2,,73.0,29.97,10.0,5.8,
2,TX,63.0,,70.0,29.94,10.0,8.1,
2,WA,42.1,37.7,,30.17,10.0,6.9,0.02
2,CA,51.1,,54.0,30.27,10.0,5.8,
3,CA,53.1,,26.0,30.24,10.0,5.8,
2,MA,30.0,25.2,96.0,29.96,0.5,4.6,
2,MI,37.9,30.5,83.0,29.49,10.0,11.5,
2,MI,32.0,21.6,82.0,29.81,10.0,15.0,
2,PA,53.6,,100.0,29.7,7.0,11.5,
3,NY,51.1,,96.0,29.77,4.0,6.9,
3,NY,53.1,,100.0,29.53,0.8,11.5,0.0
2,IN,33.8,23.2,100.0,29.71,10.0,17.3,
2,NC,64.0,,28.0,29.78,10.0,15.0,
3,NC,63.0,,97.0,29.77,10.0,12.7,0.2
2,NC,63.0,,97.0,29.77,6.0,19.6,0.06
3,FL,75.0,,94.0,30.06,10.0,8.1,
3,SC,62.6,,100.0,29.81,7.0,9.2,
2,SC,51.1,,46.0,29.95,10.0,11.5,
2,SC,64.4,,88.0,29.92,10.0,6.9,
2,NE,23.9,12.9,85.0,30.13,10.0,11.5,
2,MO,36.0,31.1,70.0,30.21,10.0,5.8,
2,TX,41.0,,45.0,30.27,10.0,,
2,LA,53.1,,31.0,30.24,10.0,3.5,
3,TN,45.0,40.1,52.0,29.95,10.0,9.2,
3,TN,46.9,,48.0,29.97,10.0,9.2,
2,TX,50.0,,30.0,30.24,10.0,11.5,
3,TX,62.6,,24.0,30.24,8.0,6.9,
2,UT,,,,,,,
3,AZ,62.6,,26.0,30.13,7.0,,
2,AZ,45.0,40.6,34.0,30.14,10.0,8.1,
2,AZ,66.9,,12.0,30.09,10.0,4.6,
3,WA,42.1,36.6,76.0,30.0,10.0,9.2,0.0
3,CA,42.8,,87.0,30.3,3.0,,
2,CA,48.2,,87.0,30.27,4.0,,
2,CA,51.1,,80.0,30.28,10.0,6.9,
2,CA,53.1,,83.0,30.28,7.0,3.5,
2,CA,69.8,,40.0,30.09,10.0,11.5,
2,CA,72.0,,20.0,30.09,10.0,3.5,
3,CA,60.8,,20.0,30.15,10.0,5.8,
2,NY,42.1,34.5,51.0,29.87,10.0,15.0,
3,NY,34.0,22.7,50.0,30.0,10.0,19.6,
3,NY,32.0,20.5,52.0,30.02,10.0,18.4,
3,OH,28.0,20.0,78.0,30.25,10.0,8.1,0.0
3,VA,42.6,35.6,47.0,30.1,10.0,13.8,
3,VA,42.1,33.9,49.0,30.13,10.0,17.3,
2,IN,28.4,20.4,100.0,30.22,7.0,8.1,
2,IN,43.0,39.5,45.0,30.24,10.0,5.8,
2,IN,28.9,19.8,82.0,30.27,10.0,10.4,
2,SC,30.9,,83.0,30.15,10.0,,
2,SC,54.0,,35.0,30.14,10.0,11.5,
2,VA,48.0,,46.0,30.11,10.0,11.5,
2,SC,35.1,32.2,89.0,30.16,10.0,3.5,
2,SC,36.0,33.3,86.0,30.17,10.0,3.5,
2,SC,33.8,,81.0,30.14,10.0,,
2,SC,32.0,,93.0,30.17,10.0,,
3,GA,35.8,30.1,68.0,30.25,10.0,6.9,
2,SC,53.6,,19.0,30.17,10.0,6.9,
2,FL,46.9,,63.0,30.19,10.0,5.8,
3,MN,24.8,17.9,86.0,30.2,10.0,5.8,
2,IL,28.0,21.7,81.0,30.26,10.0,5.8,
2,IL,26.1,20.5,100.0,30.23,1.8,4.6,0.0
2,IL,26.1,20.5,100.0,30.23,1.8,4.6,0.0
2,OK,24.1,19.7,75.0,30.43,10.0,3.5,
3,TX,28.0,,92.0,30.49,10.0,,
2,LA,50.0,,54.0,30.45,10.0,6.9,
2,TX,46.4,,50.0,30.5,10.0,,
2,TX,59.0,,21.0,30.43,10.0,3.5,
2,TN,35.1,31.0,72.0,30.3,10.0,4.6,
3,AL,51.1,,35.0,30.35,10.0,12.7,
3,AL,50.0,,38.0,30.4,10.0,4.6,
2,OK,46.9,,46.0,30.47,10.0,4.6,
3,CO,39.2,32.0,33.0,30.14,50.0,11.5,
2,AZ,72.7,,7.0,30.04,10.0,16.1,
2,WA,48.0,,93.0,29.72,7.0,18.4,0.09
3,WA,44.1,38.6,89.0,29.71,10.0,10.4,0.02
2,WA,44.1,38.6,93.0,29.57,10.0,10.4,0.0
3,CA,42.1,38.4,100.0,30.12,8.0,5.8,
3,CA,50.0,,89.0,30.06,7.0,3.5,
2,CA,60.1,,57.0,30.03,10.0,,
3,CA,61.0,,39.0,30.03,10.0,3.5,
3,CA,,,,30.05,10.0,6.9,
2,MI,30.9,23.5,72.0,30.43,10.0,8.1,
2,NY,17.1,,77.0,30.5,10.0,,
3,OH,26.1,,78.0,30.48,9.0,,0.0
3,OH,28.9,22.8,67.0,30.53,10.0,5.8,
3,IN,23.0,15.8,93.0,30.44,10.0,5.8,
2,NC,30.0,,79.0,30.43,10.0,,
3,VA,46.0,44.8,33.0,30.5,10.0,3.5,
2,NC,33.1,,66.0,30.6,10.0,,
2,FL,52.0,,53.0,30.33,10.0,11.5,
2,FL,52.0,,53.0,30.32,10.0,10.4,
3,GA,37.4,30.3,75.0,30.4,10.0,10.4,
2,SC,46.4,42.9,43.0,30.52,5.0,6.9,
2,IL,26.1,15.6,92.0,30.33,6.0,11.5,
2,TX,30.0,26.5,88.0,30.47,10.0,3.5,
2,UT,,,,,,,
